functional group,A,A_OS,A',A'_OS,A_HOMO-,A_HOMO+,A_IE-,A_IE+,A_LUMO-,A_LUMO+,A_X-,A_X+,A_Z_radii-,A_Z_radii+,A_e_affin-,A_e_affin+,Bi,B_OS,B',B'_OS,B_HOMO-,B_HOMO+,B_IE-,B_IE+,B_LUMO-,B_LUMO+,B_X-,B_X+,B_Z_radii-,B_Z_radii+,B_e_affin-,B_e_affin+,Insulator,PBE band gap,μ,μĀ,μ𝐵 ̅,stable,t
AuReO3,Au,1,Au,1,0.0,-5.76,0.0,890.1,0.0,-0.764,0.0,2.54,0.0,2.66,0.0,222.8,Re,5,Re,0.0,0.0,-5.384,0.0,760.3,0.0,-5.355,0.0,1.9,0.0,2.68,0.0,5.827,0,0.0,0.41429,0.0,0.0,0,1.1178
AuSbO3,Au,3,Au,3,0.0,-5.76,0.0,890.1,0.0,-0.764,0.0,2.54,0.0,2.66,0.0,222.8,Sb,3,Sb,0.0,0.0,-4.827,0.0,833.7,0.0,-0.556,0.0,2.05,0.0,1.765,0.0,101.0,0,0.0,0.54286,0.0,0.0,0,0.90353
AuSmMnInO6,Au,3,Sm,2,1.48149999999999,-4.2785,173.45,716.65,0.967,-1.73099999999999,0.685,1.855,0.739999999999999,3.4,103.585,119.215,Mn,4,In,0.964,0.964,-3.48,79.55,637.849999999999,0.2845,-0.7765,0.114999999999999,1.665,0.0850000000000001,2.135,43.5215,-6.4785,0,0.0,0.475,0.03929,0.09643,1,0.96393
AuTaO3,Au,1,Au,1,0.0,-5.76,0.0,890.1,0.0,-0.764,0.0,2.54,0.0,2.66,0.0,222.8,Ta,5,Ta,0.0,0.0,-3.652,0.0,761.3,0.0,-3.546,0.0,1.5,0.0,2.79,0.0,31.0,0,0.4156,0.45714,0.0,0.0,0,1.08492
AuTcO3,Au,1,Au,1,0.0,-5.76,0.0,890.1,0.0,-0.764,0.0,2.54,0.0,2.66,0.0,222.8,Tc,5,Tc,0.0,0.0,-3.935,0.0,702.4,0.0,-0.87,0.0,1.9,0.0,2.65,0.0,53.0,0,0.0034,0.42857,0.0,0.0,0,1.10662
AuWO3,Au,1,Au,1,0.0,-5.76,0.0,890.1,0.0,-0.764,0.0,2.54,0.0,2.66,0.0,222.8,W,5,W,0.0,0.0,-4.507,0.0,770.0,0.0,-4.408,0.0,2.36,0.0,2.735,0.0,78.6,0,0.0,0.44286,0.0,0.0,1,1.09567
Ba2AlNbO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Al,3,Nb,0.953,0.953,-3.66399999999999,43.0999999999999,620.7,2.034,-2.47799999999999,0.005,1.605,0.542499999999999,2.2175,21.1,65.1,1,2.7926,0.41964,0.0,0.0375,1,1.07089
Ba2AsTmO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,As,5,Tm,1.576,1.576,-3.618,175.1,771.4,0.695,-1.22699999999999,0.465,1.715,1.0925,2.5075,10.5,88.5,1,2.8158,0.47857,0.0,0.15,0,1.02821
Ba2AuCeO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Au,5,Ce,2.88,2.88,-2.88,181.15,708.95,0.382,-0.382,0.71,1.83,0.919999999999999,3.58,86.4,136.4,0,0.0,0.56429,0.0,0.15714,1,0.97187
Ba2AuDyO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Au,5,Dy,1.62649999999999,1.62649999999999,-4.1335,158.95,731.15,0.741499999999999,-1.5055,0.66,1.88,0.504999999999999,3.165,94.42,128.38,1,1.4181,0.52929,0.0,0.12214,1,0.99411
Ba2AuErO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Au,5,Er,1.805,1.805,-3.955,150.75,739.35,0.691499999999999,-1.45549999999999,0.65,1.89,0.484999999999999,3.145,96.35,126.45,1,1.3331,0.52143,0.0,0.11429,1,0.99924
Ba2AuEuO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Au,5,Eu,1.5125,1.5125,-4.2475,171.5,718.6,0.398,-1.162,0.67,1.87,0.639999999999999,3.3,105.8,117.0,0,0.0,0.54179,0.0,0.13464,1,0.98605
Ba2AuGdO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Au,5,Gd,1.79599999999999,1.79599999999999,-3.964,148.85,741.25,0.379499999999999,-1.1435,0.67,1.87,0.625,3.285,104.79,118.01,1,1.4011,0.53857,0.0,0.13143,1,0.98811
Ba2AuHoO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Au,5,Ho,1.74949999999999,1.74949999999999,-4.0105,154.65,735.45,0.743999999999999,-1.508,0.655,1.885,0.494999999999999,3.155,95.095,127.705,1,1.3898,0.52536,0.0,0.11821,1,0.99667
Ba2AuLaO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Au,5,La,1.4375,1.4375,-4.3225,176.0,714.1,1.0585,-1.82249999999999,0.72,1.82,0.209999999999999,2.87,86.4,136.4,1,1.6354,0.57214,0.0,0.165,1,0.96701
Ba2AuLuO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Au,5,Lu,1.97099999999999,1.97099999999999,-3.78899999999999,183.3,706.8,0.466999999999999,-1.23099999999999,0.635,1.905,0.355,3.015,99.88,122.92,1,1.1592,0.51107,0.0,0.10393,1,1.00609
Ba2AuNdO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Au,5,Nd,1.39,1.39,-4.37,180.2,709.9,1.05799999999999,-1.822,0.7,1.83999999999999,0.665,3.325,106.7,116.1,1,1.5054,0.55464,0.0,0.1475,1,0.9779
Ba2AuPmO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Au,5,Pm,1.434,1.434,-4.326,177.3,712.8,1.015,-1.779,0.705,1.835,0.665,3.325,105.175,117.625,1,1.4824,0.55,0.0,0.14286,1,0.98083
Ba2AuPrO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Au,5,Pr,1.35249999999999,1.35249999999999,-4.4075,183.55,706.55,1.09649999999999,-1.8605,0.705,1.835,0.91,3.57,106.1305,116.6695,1,1.5275,0.55714,0.0,0.15,1,0.97633
Ba2AuScO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Au,5,Sc,1.23499999999999,1.23499999999999,-4.525,129.55,760.55,1.2115,-1.97549999999999,0.59,1.95,0.0449999999999999,2.705,102.35,120.45,1,1.0544,0.46964,0.0,0.0625,1,1.03446
Ba2AuSmO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Au,5,Sm,1.48149999999999,1.48149999999999,-4.2785,173.45,716.65,0.967,-1.73099999999999,0.685,1.855,0.739999999999999,3.4,103.585,119.215,1,1.4711,0.54571,0.0,0.13857,1,0.98355
Ba2AuTaO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Au,5,Ta,1.05399999999999,1.05399999999999,-4.70599999999999,64.4,825.7,1.391,-2.155,0.52,2.02,0.0649999999999999,2.725,95.9,126.9,0,0.104499999999999,0.46071,0.0,0.05357,1,1.04078
Ba2AuTbO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Au,5,Tb,1.63849999999999,1.63849999999999,-4.1215,162.85,727.25,0.806499999999999,-1.5705,0.72,1.82,0.615,3.275,105.065,117.735,1,1.4293,0.53321,0.0,0.12607,1,0.99156
Ba2AuTiO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Au,5,Ti,0.695999999999999,0.695999999999999,-5.064,116.05,774.05,1.7315,-2.4955,0.5,2.04,0.04,2.62,107.6,115.2,0,0.0539999999999998,0.44286,0.0,0.03571,1,1.05366
Ba2AuTmO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Au,5,Tm,1.859,1.859,-3.901,146.9,743.2,0.579,-1.343,0.645,1.895,0.47,3.13,61.9,160.9,1,1.2644,0.51786,0.0,0.11071,1,1.0016
Ba2AuYbO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Au,5,Yb,1.3655,1.3655,-4.3945,143.35,746.75,0.168,-0.932,0.72,1.82,0.464999999999999,3.125,112.365,110.435,0,0.0,0.51357,0.0,0.10643,1,1.00443
Ba2AuYO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Au,5,Y,1.599,1.599,-4.161,137.25,752.85,0.834,-1.59799999999999,0.66,1.88,0.139999999999999,2.8,96.6,126.2,1,1.4209,0.525,0.0,0.11786,1,0.9969
Ba2BiCeO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Bi,5,Ce,2.285,2.285,-2.285,87.75,615.55,0.344,-0.344,0.449999999999999,1.57,1.2515,3.2485,20.65,70.65,0,0.0110000000000001,0.63214,0.0,0.08929,1,0.93146
Ba2BiCrO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Bi,5,Cr,0.0765000000000002,0.0765000000000002,-4.4935,25.25,678.05,1.832,-2.52,0.18,1.83999999999999,0.221499999999999,2.2185,13.5,77.8,0,0.0072,0.49107,0.0,0.05179,1,1.01959
Ba2BiDyO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Bi,5,Dy,1.0315,1.0315,-3.5385,65.5499999999999,637.75,0.7795,-1.46749999999999,0.4,1.62,0.836499999999999,2.8335,28.6699999999999,62.6299999999999,1,1.7309,0.59714,0.0,0.05429,1,0.95187
Ba2BiIrO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Bi,3,Ir,0.544499999999999,0.544499999999999,-5.1145,87.35,790.65,0.1335,-0.821499999999999,0.09,2.11,0.3155,2.3125,29.85,121.15,0,0.0008,0.57143,0.0,0.16429,1,0.96745
Ba2BiNbO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Bi,3,Nb,0.0234999999999998,0.0234999999999998,-4.5935,19.75,683.55,1.912,-2.59999999999999,0.209999999999999,1.81,0.381499999999999,2.3785,2.54999999999999,88.75,1,2.1098,0.59643,0.0,0.13929,1,0.9523
Ba2BiPrO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Bi,5,Pr,0.7575,0.7575,-3.8125,90.1499999999999,613.15,1.1345,-1.82249999999999,0.445,1.575,1.2415,3.2385,40.3805,50.9195,1,1.98299999999999,0.625,0.0,0.08214,1,0.93556
Ba2BiRuO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Bi,3,Ru,0.493,0.493,-4.077,3.90000000000003,707.2,0.0459999999999999,-0.641999999999999,0.09,2.11,0.303999999999999,2.301,4.85,96.15,0,0.0008,0.56964,0.0,0.16607,0,0.96855
Ba2BiTmO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Bi,5,Tm,1.264,1.264,-3.306,53.5,649.8,0.617,-1.305,0.385,1.635,0.8015,2.7985,3.85,95.15,1,1.5339,0.58571,0.0,0.04286,1,0.95873
Ba2BiVO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Bi,3,V,0.0504999999999999,0.0504999999999999,-4.5195,26.5,676.8,1.837,-2.525,0.195,1.825,0.2165,2.2135,20.2999999999999,71.0,1,0.8114,0.56071,0.0,0.175,1,0.97409
Ba2BiYbO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Bi,5,Yb,0.7705,0.7705,-3.7995,49.9499999999999,653.349999999999,0.206,-0.894,0.459999999999999,1.56,0.796499999999999,2.7935,46.615,44.6849999999999,0,0.0,0.58143,0.0,0.03857,1,0.96133
Ba2CaMoO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Ca,2,Mo,0.233,0.233,-4.00099999999999,47.55,637.349999999999,1.0655,-3.01349999999999,0.58,1.58,0.139999999999999,2.86,34.815,37.185,1,1.9818,0.56786,0.0,0.14643,1,0.96965
Ba2CaPuO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Ca,2,Pu,1.884,1.884,-1.884,48.2499999999999,541.55,0.974,-0.974,0.14,1.14,0.955,3.955,23.815,26.185,0,0.0,0.61071,0.0,0.10357,1,0.94385
Ba2CaReO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Ca,2,Re,0.808,0.808,-4.576,85.25,675.05,1.7035,-3.6515,0.449999999999999,1.45,0.159999999999999,2.84,1.7285,4.0985,0,0.0,0.55357,0.0,0.16071,1,0.97857
Ba2CaWO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Ca,2,W,0.369499999999999,0.369499999999999,-4.13749999999999,90.1,679.9,1.23,-3.178,0.679999999999999,1.68,0.1325,2.86749999999999,38.1149999999999,40.485,1,2.7194,0.57143,0.0,0.14286,1,0.96745
Ba2CdMoO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Cd,2,Mo,0.712499999999999,0.712499999999999,-4.9465,91.4,776.3,1.44899999999999,-2.63,0.235,1.925,0.2525,2.4675,70.0,2.0,1,2.238,0.55,0.0,0.12857,1,0.98083
Ba2CdOsO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Cd,2,Os,0.191,0.191,-5.85,14.15,853.55,0.0174999999999999,-1.1985,0.255,1.945,0.2175,2.4325,87.0,19.0,0,0.0,0.53393,0.0,0.14464,1,0.9911
Ba2CdReO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Cd,2,Re,0.137499999999999,0.137499999999999,-5.5215,53.7,814.0,2.087,-3.268,0.104999999999999,1.795,0.2325,2.4475,36.9135,-31.0865,0,0.0,0.53571,0.0,0.14286,1,0.98995
Ba2CdTeO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Cd,2,Te,0.1465,0.1465,-5.8055,0.75,868.45,0.3105,-0.8705,0.205,1.895,0.272499999999999,1.9425,129.1,61.0999999999999,1,0.7433,0.53929,0.0,0.13929,1,0.98765
Ba2CeIrO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Ce,4,Ir,2.8295,2.8295,-2.8295,175.1,702.9,0.4775,-0.4775,0.54,1.66,0.935999999999999,3.564,50.5,100.5,0,0.0,0.53393,0.0,0.0875,1,0.9911
Ba2CePtO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Ce,4,Pt,2.6385,2.6385,-2.6385,170.3,698.099999999999,0.346,-0.346,0.579999999999999,1.7,0.899999999999999,3.6,77.65,127.65,1,1.3179,0.53393,0.0,0.0875,1,0.9911
Ba2CePuO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Ce,3,Pu,0.0,0.0,0.0,17.2499999999999,510.549999999999,0.0,0.0,0.0799999999999999,1.2,0.205,4.705,0.0,50.0,0,0.0864,0.625,0.0,0.09643,1,0.93556
Ba2CeSnO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Ce,4,Sn,1.8465,1.8465,-1.8465,90.4,618.2,0.27,-0.27,0.419999999999999,1.54,1.31,3.19,28.649,78.649,1,2.1404,0.55714,0.0,0.06429,1,0.97633
Ba2CeTaO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Ce,3,Ta,1.826,1.826,-1.826,116.75,644.55,1.773,-1.773,0.189999999999999,1.31,0.855,3.645,9.5,40.5,0,0.0,0.58929,0.0,0.13214,1,0.95658
Ba2CoIrO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Co,3,Ir,0.611499999999999,0.611499999999999,-5.04749999999999,59.8,818.2,0.0574999999999999,-0.8975,0.16,2.04,0.304,2.324,43.6,107.4,0,0.0,0.42143,0.0,0.01429,1,1.06954
Ba2CoMoO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Co,2,Mo,0.100999999999999,0.100999999999999,-4.335,36.75,721.65,1.6195,-2.4595,0.14,2.02,0.35,2.37,4.1,67.9,0,0.0,0.47679,0.0,0.05536,1,1.02945
Ba2CoReO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Co,2,Re,0.474,0.474,-4.91,0.949999999999988,759.349999999999,2.2575,-3.0975,0.01,1.89,0.33,2.35,28.9865,34.8135,0,0.0116,0.4625,0.0,0.06964,1,1.03951
Ba2CoTaO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Co,3,Ta,0.391999999999999,0.391999999999999,-4.044,1.44999999999998,759.849999999999,1.353,-2.193,0.189999999999999,1.69,0.385,2.405,16.4,47.4,0,0.0,0.44643,0.0,0.01071,1,1.05106
Ba2CoTeO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Co,2,Te,0.758,0.758,-5.194,55.4,813.8,0.139999999999999,-0.7,0.11,1.99,0.175,1.845,63.1999999999999,127.0,0,0.0,0.46607,0.0,0.06607,1,1.03698
Ba2CoWO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Co,2,W,0.0354999999999998,0.0354999999999998,-4.4715,5.80000000000001,764.2,1.784,-2.624,0.24,2.12,0.357499999999999,2.3775,7.39999999999999,71.1999999999999,0,0.0129,0.48036,0.0,0.05179,1,1.02697
Ba2CrEuO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Cr,5,Eu,0.841,0.841,-3.57599999999999,52.8499999999999,599.95,1.396,-2.956,0.229999999999999,1.43,0.75,3.19,26.5499999999999,37.75,0,0.0,0.51321,0.0,0.16321,1,1.00467
Ba2CrGdO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Cr,5,Gd,1.12449999999999,1.12449999999999,-3.2925,30.1999999999999,622.599999999999,1.4145,-2.9375,0.229999999999999,1.43,0.735,3.175,25.54,38.76,0,0.0,0.51,0.0,0.16,1,1.00681
Ba2CrLaO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Cr,5,La,0.766,0.766,-3.651,57.3499999999999,595.45,0.7355,-3.6165,0.279999999999999,1.38,0.32,2.76,7.14999999999999,57.15,0,0.000300000000000189,0.54357,0.0,0.19357,1,0.98491
Ba2CrOsO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Cr,3,Os,0.812,0.812,-5.229,93.3,746.099999999999,1.568,-2.784,0.27,1.93,0.104999999999999,2.545,20.85,85.15,0,0.0,0.425,0.0,0.01429,1,1.06686
Ba2CrPrO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Cr,5,Pr,0.680999999999999,0.680999999999999,-3.73599999999999,64.8999999999999,587.9,0.6975,-3.6545,0.265,1.395,1.02,3.46,26.8804999999999,37.4195,0,0.0,0.52857,0.0,0.17857,1,0.99458
Ba2CrReO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Cr,3,Re,0.4835,0.4835,-4.9005,53.75,706.55,0.5015,-4.8535,0.12,1.77999999999999,0.12,2.56,29.2365,35.0635,0,0.0,0.42679,0.0,0.0125,1,1.06553
Ba2CrTaO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Cr,3,Ta,0.382499999999999,0.382499999999999,-4.03449999999999,54.25,707.05,0.403,-3.949,0.0799999999999999,1.58,0.175,2.615,16.65,47.65,1,1.1131,0.44821,0.0,0.00893,1,1.04976
Ba2CrTlO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Cr,5,Tl,1.025,1.025,-3.392,31.75,621.05,1.8955,-2.4565,0.0199999999999999,1.64,0.1025,2.3375,16.71,47.5899999999999,0,0.0,0.49107,0.0,0.14107,1,1.01959
Ba2CrTmO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Cr,5,Tm,1.1875,1.1875,-3.2295,28.25,624.55,1.215,-3.137,0.204999999999999,1.455,0.58,3.02,17.35,81.65,0,0.0,0.48929,0.0,0.13929,1,1.02081
Ba2CuOsO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Cu,2,Os,0.714,0.714,-5.327,47.0,792.4,0.262,-0.954,0.15,2.05,0.304999999999999,2.34499999999999,6.25,112.25,0,0.0,0.45536,0.0,0.06607,1,1.04461
Ba2CuTeO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Cu,2,Te,0.669499999999999,0.669499999999999,-5.2825,61.9,807.3,0.0659999999999999,-0.626,0.1,2.0,0.185,1.855,35.8499999999999,154.35,0,0.0,0.46071,0.0,0.06071,1,1.04078
Ba2DyOsO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Dy,3,Os,1.767,1.767,-4.274,133.599999999999,705.8,0.5155,-1.7315,0.49,1.71,0.51,3.16,36.0199999999999,69.98,0,0.0,0.53107,0.0,0.12036,1,0.99295
Ba2DyReO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Dy,3,Re,1.4385,1.4385,-3.9455,94.0499999999999,666.25,1.554,-3.801,0.339999999999999,1.56,0.494999999999999,3.175,14.0665,19.8935,0,0.0,0.53286,0.0,0.11857,1,0.99179
Ba2DySbO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Dy,3,Sb,1.16,1.16,-3.667,130.75,702.95,0.845499999999999,-1.4015,0.414999999999999,1.63499999999999,0.9525,2.7175,33.5199999999999,67.48,1,3.4682,0.54,0.0,0.11143,1,0.98719
Ba2DyTaO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Dy,3,Ta,0.5725,0.5725,-3.0795,94.5499999999999,666.75,0.6495,-2.89649999999999,0.14,1.35999999999999,0.439999999999999,3.23,1.48,32.48,1,3.3726,0.55429,0.0,0.09714,1,0.97812
Ba2DyWO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Dy,3,W,0.999999999999999,0.999999999999999,-3.50699999999999,98.8999999999999,671.1,1.0805,-3.3275,0.57,1.79,0.4675,3.20249999999999,22.3199999999999,56.28,0,0.0414,0.54714,0.0,0.10429,1,0.98264
Ba2ErBiO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Er,3,Bi,1.21,1.21,-3.36,57.3499999999999,645.95,0.729499999999999,-1.4175,0.39,1.63,0.816499999999999,2.8135,30.5999999999999,60.7,1,1.6093,0.58929,0.0,0.04643,1,0.95658
Ba2ErIrO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Er,3,Ir,1.7545,1.7545,-3.90449999999999,144.7,733.3,0.595999999999999,-1.551,0.48,1.72,0.500999999999999,3.129,60.45,90.55,0,0.0,0.52143,0.0,0.11429,1,0.99924
Ba2ErMoO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Er,3,Mo,1.042,1.042,-3.192,48.1499999999999,636.75,0.966,-3.11299999999999,0.46,1.7,0.454999999999999,3.175,20.95,51.05,0,0.0732,0.53571,0.0,0.1,1,0.98995
Ba2ErOsO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Er,3,Os,1.9455,1.9455,-4.0955,125.399999999999,714.0,0.465499999999999,-1.68149999999999,0.48,1.72,0.49,3.13999999999999,37.95,68.05,0,0.0,0.52321,0.0,0.1125,1,0.99807
Ba2ErRuO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Er,3,Ru,0.717,0.717,-2.867,61.25,649.85,0.775499999999999,-1.3715,0.48,1.72,0.5125,3.11749999999999,35.45,65.55,0,0.0,0.51964,0.0,0.11607,1,1.00042
Ba2ErSbO6,Ba,2,Ba,2,0.0,-3.235,0.0,502.9,0.0,-2.026,0.0,0.89,0.0,3.402,0.0,13.95,Er,3,Sb,1.3385,1.3385,-3.4885,122.55,711.15,0.795499999999999,-1.3515,0.404999999999999,1.645,0.9325,2.6975,35.45,65.55,1,3.3728,0.53214,0.0,0.10357,1,0.99226
